Customer_ID;Age;Education_Level;Monthly_Income;Num_Children;Num_Teenagers;Total_Purchases;Total_Spending;Last_Purchase_Amount;Recency_Days;Football_Spending;Running_Spending;Swimming_Spending;Kids_Sports_Spending;Preferred_Channel;Campaign_Exposure;Campaign_Response;Loyalty_Member;Customer_Tenure;Club_Status;Purchase_Comment
C1539;61;4;7219;0;0;19;460,9;139,67 €;55;206;87;126;0;Store;1;1;1;1048;None;I have drunk Ricore since my mother allowed be to drink caffeine. I love this stuff in milk.<br />It's much smoother and tastier than instant coffee with milk. I am French and live in the US,<br />and bring back boxes of Ricore at every opportunity. Savora is another hidden gem you can bring<br />back. Check it out.
C0631;46;3;4461;3;0;2;1194,6;362,00 €;178;469;148;203;266;App;1;0;0;581;None;The yoga mat is top-notch and well designed and lightweight, I am very happy with this purchase.
C1384;42;5;5679;0;0;1;1872,2;567,33 €;131;1080;604;18;0;Web;0;0;1;1013;Professional Club;I love eating them and they are good for watching TV and looking at movies! It is not too sweet. I like to transfer them to a zip lock baggie so they stay fresh so I can take my time eating them.
C1587;65;4;7455;0;1;16;852,5;258,33 €;74;92;328;355;0;App;1;0;0;1615;None;I love strong, full bodied quality tea and typically drink assam, irish breakfast or early grey tea, but as the other reviewer noted the price per pound can be discouraging. So I have been searching for a quality full bodied tea that wasn't bitter at a more palatable price point, and this certainly fits the bill. And unlike some other teas where they tend to be better in one form or another, i.e. iced vs. hot, this tea is excellent in both forms. I would certainly recommend this to anyone who prefers that smooth full bodied quality tea that doesn't cost an arm and leg.
C1217;24;4;2302;1;0;24;291,5;88,33 €;23;128;67;11;59;App;1;0;1;768;None;This tennis racket was utterly frustrating. It was poorly packaged and damaged. Even discount brands perform better. This product should not be sold at this price.
C0966;25;3;3416;0;0;1;1122;340,00 €;71;106;132;95;0;App;1;0;0;1068;Professional Club;This energy drink was disgustingly greasy. It was far below what was advertised. The flavor was overpowering in the worst way. I cannot recommend this to anyone.
C1366;35;2;3324;1;0;11;954,8;289,33 €;23;179;425;31;233;App;1;1;0;1937;Amateur Club;This seems a little more wholesome than some of the supermarket brands, but it is somewhat mushy and doesn't have quite as much flavor either.  It didn't pass muster with my kids, so I probably won't buy it again.
C0644;65;2;6239;1;1;21;950,4;288,00 €;19;170;365;271;58;App;1;1;0;1596;Professional Club;The kids football kit is impressive and well designed and lightweight, I am very happy with this purchase.
C1530;64;4;5400;0;1;18;1162,7;352,33 €;85;583;458;16;0;App;0;0;0;313;None;I'm not familiar with the Safcol brand but being a tuna addict, gave this a shot. The tuna tastes like it's good quality but I found the tomato basil flavor to be a bit bland. It's better than something plain but it didn't pack the punch I was hoping for. It's still a great option for a low calorie, low fat meal.
C1448;47;3;5809;0;1;8;1845,8;559,33 €;3;557;525;596;0;Web;0;0;1;1936;None;This peppermint stick is delicious and fun to eat.  My dad got me one for Christmas because he remembered me having a similar one when I was a little girl.  I'm 30 now and I love it!
C0007;22;5;3017;0;0;16;506;153,33 €;151;267;161;32;0;Web;1;0;1;1851;Professional Club;This saltwater taffy had great flavors and was very soft and chewy.  Each candy was individually wrapped well.  None of the candies were stuck together, which did happen in the expensive version, Fralinger's.  Would highly recommend this candy!  I served it at a beach-themed party and everyone loved it!
C0895;18;2;2779;1;0;19;2194,5;665,00 €;91;676;171;287;434;Web;1;0;1;178;None;This swimming goggles was extremely disappointing. It had inconsistent flavor in every bag. The texture was unpleasant from the first bite. I am genuinely disappointed.
C1391;45;2;5282;0;1;23;1042,8;316,00 €;68;403;380;165;0;Store;1;0;0;1177;None;I love this candy.  After weight watchers I had to cut back but still have a craving for it.
C0091;49;2;4574;1;1;2;2632,3;797,67 €;13;588;988;523;294;App;1;1;1;1790;Amateur Club;I have a standard poodle and pomeranian who both do wonderful on this food. I have switched them to a different food (due to price) a couple of times and end up going right back to natural balance.
C1010;26;3;2716;0;1;6;950,4;288,00 €;98;473;231;145;0;;;6;;;;This football shoes was unbelievably stale. It had a strange chemical aftertaste. It feels like corners were cut to save money. This was a complete waste of money.
C1628;59;4;5856;1;1;20;1656,6;502,00 €;20;159;869;223;255;Web;1;0;0;1856;Professional Club;These are healthy and my mixed Llasa, Tibetan Terrier adores them. And they are healthy and his breath doesn't smell and his teeth are in good shape because of such products. A great healthy product.
C0309;37;2;2875;0;2;4;1435,5;435,00 €;81;810;400;95;0;Web;0;0;1;1078;None;Try this you might like it. I did and I am quite addicted, it is too easy to prepare, it tastes great and it absorbs the flavors you cook it with. The price is really good and well worth the purchase. If you like this type of Couscous like I do, then give this one a try.It can be eaten hot, room temp or in a cold salad with a variety of greens and other flavors, it takes on the other flavors very well when mixed. I cooked the Couscous with a broth and oilive oil for added flavor and it rocked my taste buds big time. I will be back for more.
C0933;38;4;4467;0;0;23;1245,2;377,33 €;85;474;557;556;0;Web;0;0;0;264;Professional Club;This training shorts was astonishingly poor. It broke apart before I could even use it. It tasted nothing like it used to. Customer service was no help at all.
C0232;38;2;2771;0;2;9;697,4;211,33 €;139;31;442;161;0;App;0;0;1;825;Amateur Club;I'm trying several of the Wu Yi teas. I like this one particularly because of the subtle citrus taste. It also has a natural sweetness.<br /><br />The ingredients include Organic Wu-Li Cliff Oolong Tea (700 mg), Organic Black Tea (600 mg), Organic Green Tea Extract (100 mg), Proprietary blend (600 mg), plus some Ginseng (panax), Orange Peel, Lemon Grass, and Guarana. Other Ingredients: Natual Orange and Citrus flavors.<br /><br />My goal is to drink more tea and less coffee. I am enjoying trying a different kind of tea every day. I'll be coming back to this one.
C0787;62;3;7408;1;0;3;303,6;92,00 €;162;129;14;36;97;App;1;0;1;1081;Amateur Club;The kids football kit is excellent and exactly what I was looking for, I am very happy with this purchase.
C1361;20;2;2528;1;0;3;1633,5;495,00 €;119;266;421;327;471;Web;0;0;0;869;None;The variety packs taste great!<br /><br />I have them every morning. At $0.30 cents per meal, I don't understand why everyone on earth isn't buying this stuff up.<br /><br />Maple and brown sugar is terrific, followed by apples and cinnamon, followed by regular. You don't get tired of the same ole thing, and they taste great.<br /><br />I just boil water from a small pot, empty the packet or 2 in a bowl, pour in boiling water, and watch it expand to 2x its size!<br /><br />Taste really good and takes minutes to prepare.<br /><br />Not sure why everyone on earth isn't this. Convenient, healthy, very quick, excellent quality, and extremely cheap...
C1593;33;3;2872;0;0;7;342,1;103,67 €;162;133;107;71;0;Store;0;0;1;1524;Professional Club;Makes a tasty, super easy meal, fast. BUT high in calories.<br /><br />The instructions say to saute the veggies first but I recommend cooking the chicken first. The chicken takes longer to cook and the raw chicken ontop of veggies just makes a slimy mess. I made it with snow peas and carrots only. I dont like the little corn.  Added some red pepper flakes for heat and served ontop of rice.  It came out wonderful! Dinner on the table in less than 30mins.
C1659;23;1;2564;1;0;23;1566,4;474,67 €;60;384;195;299;546;Web;1;1;1;392;None;If you want an organic energy shot, your choices are this one from Steaz and the assorted flavors from Guayaki. Guayaki Yerba Mate is actually in the Steaz energy shot and energy drinks, and they both use Sambazon Acai, so there are some similarities in ingredients.<br /><br />Great energy burst for 4+ hours on a Steaz Energy Shot, and no withdrawals or headaches afterwards. Plan on drinking one every day at lunch at work. This will help me cut down on my iced coffees, which are not helping my calorie intake.<br /><br />Already ordering 12-packs on subscribe and save, 2 per month. Great value.
C0399;53;2;5759;3;0;20;344,3;104,33 €;87;13;85;49;166;Web;0;0;1;1004;None;"HEY! These are GREAT Waffles and Pancakes! We have to add 50% more mix, tho, as the recipies on the bag are VERY thin. But we have a lot of fun with this Arrowhead Mills Buttermilk Pancake & Waffle Mix! We serve them ""as is"" with fried eggs and REAL maple syrup, <a href=""http://www.amazon.com/gp/product/B002483TSQ"">Butternut Mountain Farm Vermont Pure Maple Syrup, Grade A Dark Amber, 1 Pint Jug</a>, or with warm strawberry jam and whipped cream, or Cool Whip, or add brown sugar to the mix to change the flavor and make a crispy waffle, or add 1/4 cup sugar and 1/4 cup malted milk powder <a href=""http://www.amazon.com/gp/product/B001EQ4HVC"">Carnation Malted Milk, Original, 13-Ounce Jars (Pack of 3)</a>, for awesome gourmet pancakes and waffles like they serve at the Hilton! Its handy to have extra bags on hand, too, and you cant beat the Subscribe and save price. This mix is 70% ORGANIC, too!"
C1622;51;3;7053;0;1;17;547,8;166,00 €;88;43;164;291;0;App;1;0;0;1357;None;I felt energized within five minutes, but it lasted for about 45 minutes. I paid $3.99 for this drink. I could have just drunk a cup of coffee and saved my money.
C1089;52;4;4130;4;0;9;492,8;149,33 €;78;142;46;186;0;App;1;1;0;165;None;The tennis racket is amazing and makes training much more enjoyable, I am very happy with this purchase.
C0870;18;1;2683;0;1;20;1125,3;341,00 €;166;341;26;156;238;Store;1;0;1;1293;None;This football shoes was ridiculously overpriced. It had a strange chemical aftertaste. It feels like corners were cut to save money. This was a complete waste of money.
C0639;33;2;3744;0;1;1;1063,7;322,33 €;52;770;73;124;0;App;1;1;0;1085;Amateur Club;The kids football kit is comfortable and improved my performance immediately, I am very happy with this purchase.
C0311;64;3;6431;0;0;10;701,8;212,67 €;58;247;367;24;0;App;1;1;0;474;None;"I tried to find israeli couscous in a number of upsacale grocery stores and no luck.  So I decided to try good ole Amazon.com and selected this product.  It is so good..add a few herbs and it's a great side dish, or add more and make a ""pasta type"" salad.so very good.  I am hooked.  Great flavor and so easy to prepare!"
C0667;61;4;7219;0;0;19;460,9;139,67 €;55;206;87;126;0;Web;1;1;1;1580;Amateur Club;The training shorts is remarkable and ideal for competitive matches, I am very happy with this purchase.
C1127;51;3;7088;0;1;19;667,7;202,33 €;125;97;97;30;157;App;1;0;1;1898;None;This tennis racket was utterly frustrating. It was poorly packaged and damaged. Even discount brands perform better. This product should not be sold at this price.
C1318;60;3;4681;2;2;24;1213,3;367,67 €;115;224;312;102;465;App;0;0;0;823;None;I have McCann's Oatmeal every morning and by ordering it from Amazon I am able to save almost $3.00 per box.<br />It is a great product. Tastes great and very healthy
C1291;29;2;3477;1;0;24;400,4;121,33 €;96;126;79;60;99;App;1;0;0;130;Professional Club;My daughter loves twizzlers and this shipment of six pounds really hit the spot. It's exactly what you would expect...six packages of strawberry twizzlers.
C0080;43;1;3777;1;2;21;1163,8;352,67 €;7;85;249;390;334;App;1;1;1;982;Professional Club;i know i cannot make tea this good.  granted, i am not from the south but i know i have never enjoyed tea that was this sweet without being too sweet.  it tastes crisp.
C0663;36;4;4300;1;1;21;360,8;109,33 €;170;151;47;62;68;Store;1;0;0;1680;None;The tennis racket is high-quality and perfect for intense sessions, I am very happy with this purchase.
C1564;43;3;3404;0;0;7;896,5;271,67 €;59;557;46;212;0;App;1;0;1;803;Amateur Club;
C1642;40;4;3734;2;0;23;1069,2;324,00 €;166;600;124;112;136;App;0;0;1;395;Amateur Club;"Love this sugar. It tastes so much better and isn't as overly sweet tasting as ""regular"" sugar. We've used it in quite a few baking items and they always turn out very good. The price that Amazon has this set at is very good to and makes it easy to use this for everyday stuff."
C0810;43;2;5653;1;2;20;458,7;139,00 €;49;132;104;154;27;Web;0;0;0;1528;None;The swimming cap is superb and extremely durable and reliable, I am very happy with this purchase.
C0692;43;3;3404;0;0;7;896,5;271,67 €;59;557;46;212;0;Store;1;1;1;1465;None;The cycling helmet is solid and extremely durable and reliable, I am very happy with this purchase.
C1621;34;5;4301;0;1;13;532,4;161,33 €;91;213;107;164;0;Store;1;0;1;1524;None;I am chemical sensitive as well as sugar-free. I have been using this product for over a year. I use it maybe once a week at the most. I drink 1/2 the bottle and then boost my energy after an hour or two depending on how I feel. IMO this doesn't replace my a.m. coffee but is sweet in the early afternoon when I start to fade. Once in a while I drink a full bottle before a workout. I've been drinking Guayaki Yerba Mate teas for years. Compared to the many toxic energy boosters out there I highly recommend this. This product is clean and doesn't leave nasty chems behind in the body. Try it before you judge from a review - everyone's body reacts differently.
C0773;57;2;6183;1;3;18;1401,4;424,67 €;148;427;392;108;347;Store;1;0;0;1543;Amateur Club;The kids football kit is outstanding and ideal for competitive matches, I am very happy with this purchase.
C0400;61;2;4969;0;1;8;195,8;59,33 €;149;50;9;119;0;Store;1;0;0;169;Amateur Club;We are glad we found this mix as we make pancakes without eggs for my son who has an allergy.<br />They taste fine for our family- we like them many ways!
C1122;56;5;6478;0;0;12;735,9;223,00 €;57;181;425;696;833;Store;1;1;1;1532;None;This chips was absolutely terrible. It arrived stale and tasted old. The quality has clearly declined over time. I will definitely not buy this again.
C0899;40;2;3398;1;0;24;335,5;101,67 €;18;108;9;301;0;Web;0;0;1;809;None;This chips was utterly frustrating. It arrived stale and tasted old. The quality has clearly declined over time. I will definitely not buy this again.
C1037;28;3;3211;1;0;12;3223;976,67 €;142;1138;314;473;110;App;1;0;0;513;Amateur Club;The cycling helmet is solid and great value for money, I am very happy with this purchase.
C0027;18;5;2703;0;0;16;521,4;158,00 €;179;246;75;153;0;App;;;;796;None;The candy is just red , No flavor . Just  plan and chewy .  I would never buy them again
C1247;32;3;3178;0;0;21;443,3;134,33 €;82;39;147;217;0;Web;1;0;0;964;Amateur Club;This tennis racket was utterly frustrating. It was poorly packaged and damaged. Even discount brands perform better. This product should not be sold at this price.
C0717;32;4;3900;0;0;15;865,7;262,33 €;58;369;226;192;0;App;1;1;1;1072;None;The cycling helmet is superb and improved my performance immediately, I am very happy with this purchase.
C0278;51;2;5911;0;1;20;216,7;65,67 €;15;101;87;9;0;App;1;1;1;1928;None;"Please ignore the one-star comments, if you check the bag the main ingredient IS in fact whole grain brown rice and the second is rice flower. With anything that is gluten free you have to add another ""binder"" which is where the corn flour comes in. For someone who has celiac disease and cannot have Sunchips, because they contain wheat (a key binder to any chip, cookie or cereal) this is an excellent product. My spouse and I buy these a lot because they are gluten free and absolutely delicious!"
C0976;27;4;2710;1;0;17;1316,7;399,00 €;35;452;714;40;104;App;0;0;1;676;Amateur Club;This energy drink was seriously defective. It was far below what was advertised. The flavor was overpowering in the worst way. I cannot recommend this to anyone.
C1436;51;3;7053;0;1;17;547,8;166,00 €;88;43;164;291;0;Store;0;0;1;154;None;If you're impulsive like me, then $6 is ok. Don't get me wrong, the quality of these babies is very good and I have no complaints. But in retrospect, the price is a little ridiculous (esp. when you add on the shipping).
C0086;20;4;2053;0;0;3;666,6;202,00 €;178;98;19;489;0;App;1;0;1;161;None;We have three dogs and all of them love this food!  We bought it specifically for one of our dogs who has food allergies and it works great for him, no more hot spots or tummy problems.<br />I LOVE that it ships right to our door with free shipping.
C1492;28;3;2762;1;0;7;211,2;64,00 €;1;12;97;36;47;Store;0;0;1;1341;Amateur Club;My holistic vet recommended this, along with a few other brands. We tried them all, but my cats prefer this (especially the sardine version). The best part is their coats are so soft and clean and their eyes are so clear. AND (and I don't want to be rude, so I'll say this as delicately as I can) their waste is far less odorous than cats who eat the McDonalds junk found in most stores, which is a definite plus for me! The health benefits are so obvious - I highly recommend Holistic Select!
C0926;59;2;7757;1;2;13;627;190,00 €;116;273;91;7;0;App;1;0;0;1051;None;This energy drink was completely unacceptable. It was far below what was advertised. The flavor was overpowering in the worst way. I cannot recommend this to anyone.
C0308;62;4;5897;1;0;10;869;263,33 €;146;92;406;5;287;Web;1;0;0;1547;None;You HAVE to try the VANILLA Tootsie Rolls!  The regular chocolate ones are good, but THESE are the BEST EVER!!
C0937;47;4;3655;2;0;17;2168,1;657,00 €;169;747;212;61;0;App;0;0;0;1383;None;This protein bars was totally misleading. It left a greasy residue on my hands. There was no freshness whatsoever. It completely ruined my expectations.
C0243;39;5;4242;1;1;4;1713,8;519,33 €;59;559;325;232;442;Store;0;0;0;512;None;Hi, I have to have black tea everyday. I have done it in the past 25 years and it's a habit of mine. Ahmad tea is one of my favorite brands and I highly recommend it if you like black tea. I think this is going to remain my favorite for the next 100 years or so :)
C0021;48;5;3992;1;2;18;950,4;288,00 €;25;160;255;322;127;Web;1;1;1;665;None;My husband is a Twizzlers addict.  We've bought these many times from Amazon because we're government employees living overseas and can't get them in the country we are assigned to.  They've always been fresh and tasty, packed well and arrive in a timely manner.
C0421;59;5;5876;0;0;19;244,2;74,00 €;17;62;61;99;0;App;1;1;1;522;None;I was not expecting to like these cookies as much as I do. I like chocolate chip cookies well enough, but I really prefer a soft cookie to crisp ones. I have to say these Famous Amos cookies have pertty much turned me around. The cookies are rich and have that depth of flavor that comes from quality ingredients. The chips are real chocolate and melt redilly in your mouth creating a moist experience while chewing. These are truly great cookies.
C0018;52;4;7567;0;0;24;517;156,67 €;;;;147;0;App;1;0;1;1318;None;I am very satisfied with my Twizzler purchase.  I shared these with others and we have all enjoyed them.  I will definitely be ordering more.
C1103;18;2;2241;0;0;17;543,4;164,67 €;139;172;312;102;465;Store;1;0;0;896;Professional Club;The swimming goggles is outstanding and exactly what I was looking for, I am very happy with this purchase.
C1420;41;2;3340;1;1;21;793,1;240,33 €;82;38;68;235;380;Web;1;0;0;615;None;This wasn't in stock the last time I looked. I had to go to the Vermont Country Store in Weston to find it along with a jaw harp, Cranberry Horseradish Sauce, Fartless Black Bean Salsa, Apple Cider Jelly, Newton's Cradle Art in Motion and the staple Vermont Maple Syrup.<br /><br />Back to the Ass Kickin Peanuts. They are hot. They will activate the perspiration glands behind your ears and under your arms. It requires a beverage as advertised, a glass of very cold milk, and a box of Kleenex since it will make your nose run. They look like ordinary peanuts which is already giving me ideas for work. I suspect that some people have been hitting my goodies in my absence, especially my colleague Greg. I'm going to take this to work at earliest opportunity and empty the contents of this can into an ordinary Planters Peanuts can, and then see whose crying or whose nose is running when I return.<br /><br />The can should be shaken to ensure the spices are evenly distributed. It is important to wash your hands after consumption and not touch the eyes.<br /><br />You'll go nuts over these Ass-Kickin' Peanuts.<br /><br />P.S. I'm not sharing the peanuts, not deliberately, and I'll probably give Greg the jaw harp for Christmas. He'll be so insulted.
C1106;49;5;5134;0;0;1;695,2;210,67 €;109;504;34;0;0;Web;1;0;1;583;Amateur Club;The swimming cap is remarkable and fits perfectly and feels great, I am very happy with this purchase.
C1496;54;3;5900;2;1;17;767,8;232,67 €;90;129;155;73;341;Web;0;0;1;899;Amateur Club;I've been eating Ramen noodles since I was a little kid, and I've never found a better flavor than Hot & Spicy Chicken!  It isn't hot at all to a chilihead like me, but it sure is good!
C0623;35;2;3379;0;1;22;775,5;235,00 €;35;162;371;172;0;App;1;1;0;1482;Amateur Club;The tennis racket is amazing and very comfortable during training, I am very happy with this purchase.
C1118;48;1;5962;0;0;6;367,4;111,33 €;117;151;205;334;0;App;1;0;0;1530;Professional Club;The training shorts is excellent and great value for money, I am very happy with this purchase.
C0707;22;5;2505;1;0;5;1152,8;349,33 €;68;342;279;262;165;Web;1;0;0;1293;None;The running leggings is brilliant and exactly what I was looking for, I am very happy with this purchase.
C1342;52;3;7105;1;1;16;357,5;108,33 €;146;41;97;30;157;Store;1;0;1;1188;None;"I bought these for my husband who is currently overseas. He loves these, and apparently his staff likes them also.<br />There are generous amounts of Twizzlers in each 16-ounce bag, and this was well worth the price. <a href=""http://www.amazon.com/gp/product/B001GVISJM"">Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>"
C1052;54;3;5476;0;0;4;863,5;261,67 €;72;285;77;261;0;App;0;0;1;1672;Amateur Club;The swimming cap is high-quality and great value for money, I am very happy with this purchase.
C1282;62;2;5581;2;2;9;520,3;157,67 €;147;21;179;110;163;Store;0;0;0;801;Professional Club;This chips was embarrassingly low quality. It arrived stale and tasted old. The quality has clearly declined over time. I will definitely not buy this again.
C0877;54;2;7104;1;2;12;705,1;213,67 €;78;244;208;290;353;Web;1;0;1;1465;None;This protein bars was totally misleading. It left a greasy residue on my hands. There was no freshness whatsoever. It completely ruined my expectations.
C1545;38;4;3978;0;1;8;751,3;227,67 €;25;515;20;148;0;Store;1;0;1;537;Amateur Club;Fast delivery and good product. This is the same lemon juice concentrate you can find in stores and it's really handy to have around to add to sauces, dressings, etc. Such a pain to squeeze fresh juice everytime you need it, nevermind having the lemons on hand to begin with.
C0670;53;4;7767;0;4;8;388,3;117,67 €;168;75;163;115;0;Web;1;0;0;576;None;The basketball is amazing and ideal for competitive matches, I am very happy with this purchase.
C1487;60;2;6000;0;0;9;1448,7;439,00 €;100;593;594;130;0;Store;1;0;1;205;Amateur Club;"I started buying this after I noticed my 1 year old cat was already starting to lose his ""spunk"" so I decided it was time to start buying him ""real"" cat food...not the garbage in the super markets. I found this at the pet store out of the other million choices, and I'm sure there are other brands that are just as good but this is the one I went with to try first and it was a great purchase. My cat has been on this for the past 8 months and he's now just has active as he was when he was a kitten and his coat has became sooo soft. Mainly, he loved the taste even more! I highly recommend this brand to all my friends and family for their animals!"
C1344;44;4;4551;1;2;11;2236,3;677,67 €;17;537;847;64;585;App;1;1;0;162;None;I love this candy.  After weight watchers I had to cut back but still have a craving for it.
C0722;44;3;5249;0;1;3;299,2;90,67 €;95;20;151;101;0;Store;1;0;1;1352;Professional Club;The training shorts is perfect and fits perfectly and feels great, I am very happy with this purchase.
C0481;18;5;2812;1;0;14;985,6;298,67 €;122;120;397;181;198;Store;1;0;0;1438;None;Decathlon thermal tights: retains heat, good mobility, suitable for winter use.
C1231;55;3;7790;1;1;4;1029,6;312,00 €;135;155;404;109;268;Web;0;0;1;1442;None;This snack pack was painfully mediocre. It made me regret the purchase immediately. It honestly felt like expired stock. This experience was incredibly frustrating.
C0016;18;2;2452;0;0;19;371,8;112,67 €;48;8;232;98;0;Store;1;1;0;1254;Professional Club;My daughter loves twizzlers and this shipment of six pounds really hit the spot. It's exactly what you would expect...six packages of strawberry twizzlers.
C0125;24;4;3397;0;0;14;1908,5;578,33 €;19;458;998;279;0;Store;0;0;1;1341;Amateur Club;My holistic vet recommended this, along with a few other brands. We tried them all, but my cats prefer this (especially the sardine version). The best part is their coats are so soft and clean and their eyes are so clear. AND (and I don't want to be rude, so I'll say this as delicately as I can) their waste is far less odorous than cats who eat the McDonalds junk found in most stores, which is a definite plus for me! The health benefits are so obvious - I highly recommend Holistic Select!
C1579;22;5;2505;1;0;5;1152,8;349,33 €;68;342;279;262;165;Store;1;0;0;116;None;"We have three cats, the youngest is about eleven years old, another is fifteen and our oldest is, well ancient.  That is what the vet told us ten years ago.  The youngest is a blob.  When he lays down, he looks like a footstool. The other two are arthritic and skinny.<br /><br />Since we had such success with Canidae Platinum for senior dogs, I figured that we'd give it a try for our cats.  I'd had them on low ash Purina One Urinary tract formula for their entire lives and thankfully we had no UT problems.<br /><br />Buster, the youngest, is still a blob after six months plus on Felidae for Senior and Overweight cats.  However, the other two are now much more active and we can tell that they are really ""feeling better"" since we changed their food to Felidae.  Even Prissy, the ancient one has started to play and tease the dogs by getting them to chase her, where before when she was on Purina One, all she wanted to do was to sleep.<br /><br />I think that if you can get your cat on this fairly early in their weight problems, it'll be more effective.<br /><br />However, the glucosamine will certainly help your older fur balls have a happier life."
C1320;45;3;4560;0;1;13;1304,6;395,33 €;75;248;549;389;0;App;1;0;1;1615;None;We really like the McCann's steel cut oats but find we don't cook it up too often.<br />This tastes much better to me than the grocery store brands and is just as convenient.<br />Anything that keeps me eating oatmeal regularly is a good thing.
C0134;48;3;4681;0;0;2;322,3;97,67 €;60;159;92;42;0;Web;0;0;1;566;None;Got these on sale for roughly 25 cents per cup, which is half the price of my local grocery stores, plus they rarely stock the spicy flavors. These things are a GREAT snack for my office where time is constantly crunched and sometimes you can't escape for a real meal. This is one of my favorite flavors of Instant Lunch and will be back to buy every time it goes on sale.
C0522;52;3;3801;2;1;11;1020,8;309,33 €;36;267;169;38;454;Web;1;1;1;1922;Amateur Club;Decathlon whey/protein: mixes adequately, standard flavor, results depend on training and diet.
C0010;39;4;3181;0;0;;;;30;27;107;43;0;App;1;1;1;1763;None;This is a very healthy dog food. Good for their digestion. Also good for small puppies. My dog eats her required amount at every feeding.
C0051;64;1;6845;0;1;10;932,8;282,67 €;39;191;630;27;0;Store;0;0;1;1354;Amateur Club;This oatmeal is not good. Its mushy, soft, I don't like it. Quaker Oats is the way to go.
C0430;30;3;3035;0;1;16;822,8;249,33 €;54;258;323;167;0;Store;0;0;0;1602;Professional Club;Decathlon training leggings: good stretch, waistband stays in place, typical opacity depending on light.
C0253;62;2;6091;1;3;9;1080,2;327,33 €;6;361;313;96;212;Store;0;0;1;646;Amateur Club;Five minutes in, one tentacle was bitten off, ball inside cracked in half. Not durable enough to be a dog toy. Disappointed :(. So is the dog :(.
C0934;56;4;4041;0;1;1;1531,2;464,00 €;46;678;858;173;1004;Store;0;0;0;1520;Amateur Club;This tennis racket was embarrassingly low quality. It was poorly packaged and damaged. Even discount brands perform better. This product should not be sold at this price.
C1557;27;3;2667;0;0;11;143;43,33 €;176;12;76;42;0;App;1;0;1;1751;None;"The coffee is very finely processed and the flavor is just alright.  Nescafe and Mount Hagen are better - I bought this to try something other than these two, but I probably won't get this again.  There is just a slight ""vitaminy"" taste, but it's not overwhelming.  It's also a bit pricey for what you get."
C0252;24;4;2302;1;0;24;291,5;88,33 €;23;128;67;11;59;Store;1;1;0;376;None;The pork chops from Omaha Steaks were very tasty but at the same time exceptionally dry. Pork is usually dry meat but these were to the extreme. Possibly shipping them frozen and keeping them frozen was partly the problem.
C0633;30;3;3759;0;1;12;1298;393,33 €;21;542;501;137;0;Web;0;0;0;813;Amateur Club;The training shorts is solid and makes training much more enjoyable, I am very happy with this purchase.
C0482;31;3;3267;0;1;20;782,1;237,00 €;82;501;24;186;0;Web;1;0;1;1160;None;Decathlon hydration vest: practical pockets, stable fit, adjust carefully.
C1666;21;3;2672;0;0;22;244,2;74,00 €;123;50;78;94;0;App;0;0;0;207;None;If you're looking for an energy boost without artificial sweeteners and other chemicals, this is a great option.  The taste is decent and it is a nice smooth uplift without jitters.
C0220;23;3;3451;0;0;11;782,1;237,00 €;95;330;332;49;0;App;1;0;0;1615;None;I love strong, full bodied quality tea and typically drink assam, irish breakfast or early grey tea, but as the other reviewer noted the price per pound can be discouraging. So I have been searching for a quality full bodied tea that wasn't bitter at a more palatable price point, and this certainly fits the bill. And unlike some other teas where they tend to be better in one form or another, i.e. iced vs. hot, this tea is excellent in both forms. I would certainly recommend this to anyone who prefers that smooth full bodied quality tea that doesn't cost an arm and leg.
C1451;26;3;3223;1;0;16;2183,5;661,67 €;123;587;595;433;370;Store;0;0;1;1467;None;While my dogs like all of the flavors that we have tried of this dog food, for some reason their itching increased when I tried the lamb and rice. I have some very itchy dogs and am giving them a limited ingredient dog food to try to help. The duck and sweet potato cut down on the itching significantly, but when we tried lamb and rice they started itching more once again. I like Natural Balance for the quality ingredients.
C1548;26;4;3143;1;0;9;1104,4;334,67 €;132;196;254;219;335;App;1;0;0;1097;Amateur Club;I bought these at Grocery Outlet here in the Seattle Tacoma are for $4.00 a case of tweleve not paying $38.00 Yes 3 for a dollar. I like the taste not great but not bad either low calorie will buy more but not at this whacked out price.
C1466;36;4;4150;0;2;3;1608,2;487,33 €;122;665;652;145;0;Web;1;0;1;1667;None;My English Bulldog had skin allergies the summer we got him at age 3.  The vet recommended we wean him off the food his previous owner gave him (Iams Lamb and Rice) and onto a new kind.  This was the second one we tried, and it has been working ever since.  It's for dogs that need a limited diet who can be sensitive to additives and proteins commonly found in commercial dog food (like chicken or beef).
C0912;37;2;3122;0;0;4;1221;370,00 €;43;220;143;367;0;App;0;0;0;141;None;This sports jacket was shockingly bad. It felt soggy instead of crispy. I have had far better from competing brands. I feel misled by the description.
C1019;65;2;5609;0;0;14;1965,7;595,67 €;48;255;252;780;802;App;1;0;0;875;Professional Club;The swimming goggles is durable and exactly what I was looking for, I am very happy with this purchase.
